"grid","2013-1","2013-2","2013-3","2013-4","2013-5","2013-6","2013-7","2013-8","2013-9","2013-10","2013-11","2013-12","2014-1","2014-2","2014-3","2014-4","2014-5","2014-6","2014-7","2014-8","2014-9","2014-10","2014-11","2014-12","2015-1","2015-2","2015-3","2015-4","2015-5","2015-6","2015-7","2015-8","2015-9","2015-10","2015-11","2015-12","2016-1","2016-2","2016-3","2016-4","2016-5","2016-6","2016-7","2016-8","2016-9","2016-10","2016-11","2016-12","2017-1","2017-2","2017-3","2017-4","2017-5","2017-6","2017-7","2017-8","2017-9","2017-10","2017-11","2017-12","2018-1","2018-2","2018-3","2018-4","2018-5","2018-6","2018-7","2018-8","2018-9","2018-10","2018-11","2018-12","2019-1","2019-2","2019-3","2019-4","2019-5","2019-6","2019-7","2019-8","2019-9","2019-10","2019-11","2019-12","2020-1","2020-2","2020-3","2020-4","2020-5","2020-6","2020-7","2020-8","2020-9","2020-10","2020-11","2020-12","2021-1","2021-2","2021-3","2021-4","2021-5","2021-6","2021-7","2021-8","2021-9","2021-10","2021-11","2021-12","2022-1","2022-2","2022-3","2022-4","2022-5","2022-6","2022-7","2022-8","2022-9","2022-10","2022-11","2022-12","2023-1","2023-2","2023-3","2023-4","2023-5","2023-6","2023-7","2023-8","2023-9","2023-10","2023-11","2023-12"
"61","54.54791412","57.73242188","61.11304741","69.22107773","60.47903042","58.44357872","52.19046936","43.95838146","43.8105278","46.88736172","50.81542664","53.40137272","56.70082855","59.33055992","61.61177444","58.21285248","58.17230148","57.54886818","50.6764349","45.57133083","45.46422291","44.41027393","45.43238869","48.81960106","54.97734451","58.84029312","61.01214867","58.7247364","54.41628819","47.10758247","38.42741766","33.505023","34.99585991","38.61913013","43.44529648","49.27192745","52.4569519","60.83673038","64.06069317","59.2350069","56.18749657","48.83386993","43.90490093","40.85078869","36.72727165","42.0040987","51.22608395","56.89233036","58.5537178","58.81608353","64.95355434","60.60174217","57.28882866","48.89416389","46.79755135","42.76933842","43.55351048","49.65223484","53.82335052","58.64076843","60.00633221","60.71311855","60.40328579","60.36336117","52.61287823","44.50616302","44.65043564","41.93619862","40.26138992","40.3285183","43.20733223","45.91749268","52.4610054","55.42486725","55.99685326","53.44359837","53.48728123","48.79580116","43.35279083","41.25673237","39.365201","39.69121704","41.54574986","44.24383183","47.69803047","51.85126686","55.32646217","51.51173325","50.04884434","53.09954605","52.78400478","48.22221966","47.30159302","50.24345417","52.98512306","54.03814411","58.66519909","61.0489399","65.16042595","61.1019289","56.74636765","52.17014484","48.32498627","45.64139862","48.21836472","47.99773178","47.88026619","52.3060812","58.81852169","60.88828793","59.41576271","57.41993484","52.73833122","46.61253033","40.54049339","40.49516754","40.96029587","45.49142036","49.67671757","51.82926826","63.14620457","61.13306293","60.97416382","60.28279018","55.09584713","48.44513016","44.30533466","42.79419518","38.5618206","38.83115749","44.50916672","49.99361095"
"62","57.8529995","61.09460716","64.67122269","73.04578209","64.82762337","62.99077015","56.56813736","48.03159351","47.57437725","50.6497448","54.58560467","57.20950928","60.6485672","63.35779648","65.63897095","62.57199497","62.42494984","61.81344452","54.75233479","49.19505844","48.86798153","47.69152775","48.73039017","52.20077324","58.42333832","62.46954193","64.56949825","62.77332458","58.60244408","50.88160172","41.60543861","36.3314743","37.91810055","41.67618752","46.62052746","52.50048695","55.7924118","64.44173622","68.24617367","64.16714077","60.97195072","53.36103764","47.81377144","44.15172691","39.59257584","44.83319511","54.08084641","59.86608276","62.05999832","62.64943924","68.9184906","64.62104988","62.00291767","53.44472694","50.91623363","46.37946911","46.73363075","52.70797405","56.87533455","61.94949341","64.15268269","65.08681011","64.82856998","64.60135632","56.68860989","48.27072868","48.11451035","45.04291935","43.15584278","43.24848042","46.21782093","49.06258965","55.62049332","59.09353485","59.66288166","56.81137199","56.73634777","52.15951138","46.87063694","44.62414875","42.57392826","42.85635796","44.76083698","47.50303307","50.95410862","55.0852705","58.51708927","54.53583736","53.04405098","56.15042496","55.87423019","51.42394257","50.41210308","53.2179287","55.94666328","57.09178162","62.02549744","64.89136963","69.07877865","64.98675728","61.10383053","56.47557201","52.57971363","49.63738632","52.04497795","51.51647873","51.18616199","55.6534771","62.22774239","64.4021019","63.23925552","61.59342499","56.99052696","50.83808517","44.27711906","43.63883018","43.72109261","48.29062729","52.37045269","54.63397713","66.46509609","65.42198772","65.39769421","65.02341995","59.85548801","53.00580711","48.55637512","46.47131233","41.72412357","41.73820286","47.54748306","53.1044075"
"63","58.45180397","61.38797264","64.68297119","73.18011894","64.77764645","62.73128071","56.57336731","48.35778637","47.93717327","51.00187092","54.96268311","57.50136833","60.80549126","63.44602394","65.81780739","62.6707756","62.45313969","61.81915092","54.8305439","49.25504074","48.92407475","47.73614388","48.73279953","52.20784168","58.33206978","62.29442444","64.35575905","62.61217098","58.65522785","50.96253014","41.8244772","36.37027426","37.67493095","41.30471764","46.15118427","52.04363117","55.42046394","63.94998398","68.06067963","64.05477238","60.99440002","53.4533041","47.88400192","44.10720005","39.60928555","44.79062958","53.940658","59.63492813","61.89026985","62.49828758","68.83735237","64.66905212","62.05473328","53.73511486","51.24608803","46.70916233","46.93212433","52.76225891","56.86937618","62.03866348","64.20772285","65.22657719","64.96371193","64.80024395","56.90954266","48.39352493","48.29106007","45.210145","43.24257259","43.28438015","46.24552307","49.13276443","55.65408516","59.05329437","59.70196323","56.8849329","56.90145779","52.6198204","47.66876621","45.52396259","43.48065567","43.65216751","45.42751083","48.07713451","51.4975069","55.57090492","58.88944511","54.91082783","53.47975922","56.61259003","56.51002598","52.13981266","51.19820881","53.95190449","56.58611069","57.60015869","62.60553665","65.4066433","69.33270988","65.60989742","61.57295818","57.08563137","53.38025379","50.5094698","52.91910725","52.37458687","52.00736084","56.473452","62.97604866","65.11959839","63.99718761","62.23592262","57.59100819","51.65840302","45.13893852","44.31970482","44.31432514","48.95391197","52.93335743","55.05492477","66.7875267","65.45925045","65.52238388","65.26307983","60.1166172","53.33828011","49.05746803","47.15260715","42.44203014","42.38965359","48.25387764","53.65689526"
"64","42.24351463","45.56478424","48.01689453","56.05955925","51.53677673","48.24941158","41.65012665","33.1752367","33.25867691","36.01642094","39.70618267","41.68920631","45.97760849","48.42225189","50.30728989","46.74345303","46.78565159","45.2253809","40.48706856","37.43071537","37.28464394","37.0417551","38.61401997","42.01378307","48.39507008","50.23116798","51.80764389","48.01150284","43.14905853","37.01384907","30.08451309","25.8776083","26.95398388","30.78634853","35.83451233","41.17381744","43.24601154","50.76783905","52.41506729","46.98599377","43.52545071","36.1397049","33.07707405","31.2802681","28.26008043","32.33596096","40.81042042","45.75500526","46.6331398","47.02587624","53.11338463","49.29818172","46.38992939","37.18459587","34.70815239","31.88735313","35.36195526","41.8374094","46.09396667","48.88601856","48.01156521","48.33091736","47.2408987","46.76188965","40.23986397","33.37064829","32.9764843","30.3571414","29.12142868","29.19640121","31.50493355","35.16964531","41.16918411","44.28747406","45.32305336","43.0028347","42.43745766","37.61945724","32.03655186","31.12786942","30.37587414","31.43913021","33.35288849","36.00509052","38.93769093","44.2161005","46.9099659","42.37465668","40.71479263","42.31467667","41.49629402","37.41194992","36.49453373","42.29419613","44.63762341","44.87782326","48.41158943","50.77284279","53.87478924","49.46433277","45.20569344","41.22669659","37.59270287","36.87991104","40.87322388","40.85249081","40.39647675","43.83464031","49.31898251","50.68706245","47.36607094","45.26422939","40.43255577","34.84966927","30.02938805","29.73953514","30.03645668","34.02511063","39.97690887","42.71173573","51.95434742","50.25254879","49.48748531","48.37851772","43.7666235","37.05542202","32.43660603","30.80721035","28.3687459","29.36403332","35.35083733","40.17236938"
"65","53.21218071","56.67212639","59.48679352","68.6622509","63.18648663","59.9730072","52.69055328","44.12309704","44.22162952","47.51190948","50.90312977","53.10449638","57.21075592","60.0078186","62.00933552","58.65566864","58.35006504","57.73907604","51.96164112","47.49127312","47.64551392","47.39330769","48.83330688","52.31186333","58.46953735","60.68355064","62.68378906","59.92070427","55.44161377","48.9378891","40.2464716","34.87215834","36.06519833","40.40751324","45.51602554","51.04209232","53.71815109","62.28460255","65.09821167","60.26335106","56.58708382","49.18919048","44.62226715","41.63183575","37.93062115","42.42454433","51.33804932","56.97100353","58.37246437","58.84525375","64.89609489","61.05723648","58.40160351","49.09862194","46.29802608","42.78301907","45.3895874","51.75631752","55.48166103","58.97660255","60.08371811","60.83946571","59.67553329","59.09137421","51.35798645","43.53073406","43.53482857","40.90927753","39.54743061","39.88216915","42.03501148","45.83681164","52.80275612","55.86379814","56.0264204","53.24222603","53.22880993","48.0497263","42.3441946","41.16866379","40.17236786","40.9596384","42.8677206","45.30604172","48.44062252","53.10181007","56.20389938","52.08576298","50.99487438","53.0078764","52.76379318","48.6655695","47.86501732","52.54156189","54.69169235","55.53735962","60.15193272","62.67287254","64.80707302","60.44778862","57.16904583","53.12406464","48.75844612","46.14604874","49.52154408","49.56769314","49.06988773","52.76768723","58.6266325","60.43482628","58.64813633","57.10006371","52.15924759","45.85882416","39.98401489","40.14852924","40.56559811","44.82057076","49.94250736","52.79848251","63.14510593","62.13377991","61.4709177","60.6677494","55.9790493","49.21465969","44.29884434","41.67049904","38.33090992","39.02756977","44.71945267","49.92263699"
"66","42.82286644","45.92252922","48.41113052","57.00892868","50.86820717","47.28099251","40.61513882","32.86744156","33.45300446","36.79032803","40.07151241","42.0436306","45.99457645","48.55051498","50.56573601","46.69377995","46.67335472","46.16284466","40.56650829","36.61791286","36.89936752","36.6212759","37.93300343","41.3062994","47.46788273","49.64874649","51.96451626","48.24489574","43.59371681","37.62343826","29.9192276","25.47252235","26.69363174","30.90670891","35.96337852","41.46540375","44.06951008","51.97366028","52.93307991","47.2052351","44.10527267","37.49060059","33.7682806","31.36541748","28.04581594","32.56507397","41.43031216","46.85389805","47.35989265","47.46771793","53.59797478","49.23804359","45.94320526","37.27595673","35.14871387","32.30951786","35.23237553","41.72618179","45.33335629","48.3416935","48.28043327","48.94637909","48.18111877","48.21176243","40.76301746","33.50915031","34.23083839","32.01120586","30.65059395","30.83396416","32.89189148","36.54686527","43.48608627","46.32384243","46.56665058","43.64651375","43.60531654","38.56998596","33.21664753","32.19945602","31.23447189","31.85753727","33.6315609","35.97634602","39.09860344","43.93992958","46.79871941","42.44623013","41.47601833","43.56221581","43.33685532","39.26230183","38.43259659","43.03358326","44.86876755","45.28132286","49.13011951","50.93467216","53.72977982","49.1848505","45.30613174","41.46337547","37.78495731","35.68730106","39.34353447","39.63622665","39.31851006","42.89685307","48.66419773","50.51077766","47.83084297","45.71936455","40.98239269","35.19082375","30.28170872","31.07913971","31.61189041","35.71991177","40.69895916","43.34164906","52.46251602","49.484062","49.1171093","48.29424267","43.8249527","37.68515701","33.636586","31.75783749","28.82458467","29.4942955","34.99713497","40.16003094"
"67","42.66316185","46.08084641","48.82845459","57.36261063","50.28994694","47.29302902","40.87479324","33.08397141","33.56460991","36.906707","40.1642767","42.10986214","46.0038044","48.62940788","50.53688908","46.70260429","46.74730358","46.35346527","40.75186024","36.74863319","36.83875294","36.45052834","37.71992836","41.11375771","47.27279072","49.53326035","51.71809711","48.09640007","43.56046047","37.73448524","30.14079704","25.59926472","26.72243671","30.89908352","35.93084888","41.42936153","44.18127117","51.89519672","52.93142872","47.16724548","44.01301422","37.57076797","33.91741142","31.34681473","27.87571526","32.40499306","41.22998734","46.77428417","47.31498108","47.46745987","53.63801613","49.39304352","45.91869564","37.39386406","35.32009106","32.36816425","35.26259899","41.72251968","45.3305624","48.38468189","48.25204353","48.93567715","48.19058208","48.21252975","40.80044613","33.66973591","34.40987701","32.06831036","30.62143326","30.80804424","32.87028751","36.44825478","43.34461746","46.28771553","46.62830124","43.71914291","43.62129307","38.57616405","33.16424313","32.02035103","30.9719923","31.52964249","33.31385803","35.67735844","38.72646275","43.58586349","46.57233009","42.34243898","41.32495403","43.36227913","43.05703545","38.90749931","37.90875397","42.46639366","44.40090714","44.9762495","48.94843121","50.73410759","53.59004307","48.95062923","45.13264637","41.23316727","37.5366272","35.42992439","38.97740555","39.24250717","38.96956806","42.53965988","48.35098248","50.19089165","47.58612041","45.52686214","40.80778961","35.04746914","30.2296751","31.0262064","31.5074667","35.46641331","40.24800892","42.86301537","52.28493042","49.26536274","48.87487507","48.1852293","43.77043362","37.80286541","33.87476501","31.88752117","28.81714239","29.4441412","34.89420013","40.01922398"
"68","49.30771027","53.03536072","56.24065056","64.88798447","57.91546383","55.34503899","48.83910732","40.49808941","40.51184139","43.72160397","47.02621651","49.05161495","52.90978069","55.78970032","57.92877407","54.43065643","54.25746975","53.95345135","48.07416515","43.63126049","43.42476063","42.82317829","44.0279789","47.46971302","53.59777374","56.15520592","58.24320755","55.62162266","51.14536839","45.08185692","37.04447975","31.67152672","32.4296032","36.57624569","41.57260513","47.01781502","49.85641289","57.94175034","60.79540443","55.31863499","51.7796608","45.0741024","40.94151688","37.8235405","33.91819992","38.40004578","47.18701515","53.0718874","54.28969879","54.61429901","60.62172604","57.23376579","53.74923477","45.0084919","42.59718552","39.08695774","41.6535099","47.99016266","51.71095009","55.30426254","55.98442059","56.68619537","55.78479939","55.42473145","47.88924446","40.4604023","40.84950714","38.20702457","36.554492","36.73745995","38.78845482","42.31560326","49.29428406","52.33219643","52.71679058","50.06506081","49.97125626","44.81219673","39.17550049","37.75827904","36.57370205","37.12995224","38.92473927","41.28519154","44.36743832","49.12262974","52.36452179","48.49848232","47.48445644","49.53326836","49.17787094","44.91687965","43.73601074","48.12398682","50.33019772","51.24859581","55.86197815","58.08832932","61.01800556","56.70549088","52.86946449","48.83683205","44.72644444","42.33809395","45.62400303","45.66041126","45.31140556","48.8665432","54.81644688","56.88854465","55.19687881","53.16880493","48.13000145","41.96506424","36.68425121","37.1647438","37.46416416","41.34524174","46.00068016","48.54448547","59.2541481","57.36657448","56.71574306","56.10680103","51.53761654","45.34726505","41.27724857","38.86395664","35.33647499","35.82247581","41.19283314","46.20579567"
"69","54.68754654","57.92619019","61.46548042","69.41183319","60.7568224","58.93110466","52.83127651","44.42394581","44.22273102","47.24309902","51.05139713","53.52615833","56.63599167","59.07475319","61.04111977","57.87707176","58.02954273","57.50739727","50.94330864","46.02717304","45.87783394","44.79666061","45.77472095","49.08848572","55.15806389","58.66242523","60.81307468","58.5761055","54.48130093","47.68528442","39.15624905","33.64038572","34.55685196","38.3262289","43.18120022","48.88416138","52.10556908","60.34038029","63.89810791","59.09506569","56.03067417","49.05401936","44.24598312","41.00002708","36.79537621","41.81159992","50.94685879","56.64760342","58.20673065","58.4758503","64.59177513","60.71268406","57.300704","48.96589813","46.77368317","42.77961292","43.74932957","49.98367367","54.11615944","58.70365677","59.90034389","60.41592751","59.74800472","59.67635307","52.21108856","44.35378113","44.65935612","42.08869286","40.31201324","40.37122364","43.05596504","45.87898521","52.35224457","55.3939312","55.93268108","53.44898109","53.79787083","49.18639832","43.69939861","41.56944141","39.66583843","39.89649448","41.71776028","44.32572784","47.71422062","51.95268669","55.34729595","51.52419357","50.16328831","53.22178993","53.06211472","48.6044157","47.49867954","50.84710445","53.43302746","54.39266739","58.76591167","60.89727135","64.92180004","60.90077019","56.76629105","52.51923599","48.66570339","45.77670288","48.34627171","48.23749065","48.0713522","52.13611336","58.71946011","60.85372086","59.31571369","57.3315649","52.60755997","46.45284252","40.3905653","40.43720493","41.05480957","45.56520042","49.97179871","52.46557083","63.31327305","61.15382404","60.96635609","60.36929264","55.38374138","48.99290771","45.06787834","43.54103756","39.31860695","39.48812485","45.04137192","50.39116402"
"70","58.31368179","61.66843109","65.60133095","73.1252449","64.62519131","63.18563404","56.91270695","48.22944336","47.72960224","50.70751591","54.53557243","57.13021126","60.43634453","63.12789955","65.00941162","62.09809399","62.07815876","61.5435833","54.64522362","49.33110123","48.98240776","47.77584839","48.78038464","52.20595589","58.40332108","62.28189125","64.30891571","62.48186436","58.43189011","51.00279121","41.88297291","36.49413614","37.96411037","41.81596699","46.73052273","52.50279827","55.94477577","64.38136711","68.15364609","64.05354176","60.8773859","53.48491821","47.92534523","44.17817345","39.63917065","44.81500721","54.08807526","59.85537834","61.96654854","62.53189697","68.64610825","64.5403492","61.84653587","53.27652359","50.66189232","46.10677586","46.43258705","52.51911583","56.70694561","61.86946545","64.01799202","64.86377449","64.32209816","64.07979984","56.32144222","48.07514229","48.16711845","45.29779053","43.3387846","43.39804974","46.28759441","49.24348145","55.54487572","59.00733261","59.45363007","56.74293289","56.97835884","52.31954823","46.75331554","44.48647728","42.44240322","42.73806324","44.6772438","47.44363785","50.96566353","55.12898426","58.58172531","54.50826778","52.88611851","56.04955235","55.68112545","51.08615818","49.94428787","53.06154041","55.86282005","57.09926624","61.94086533","64.71720047","68.90137615","64.80941429","60.99452972","56.54019833","52.57482529","49.44160652","51.73800678","51.27231331","51.02168541","55.35378304","62.15871048","64.44896584","63.09771805","61.4127924","56.67068348","50.18940163","43.57477837","43.36975803","43.99421654","48.73373299","53.13579445","55.67281799","67.10535564","65.61574726","65.60042667","65.2594986","60.17203579","53.36601372","49.00865784","47.2084341","42.62026386","42.63659954","48.41021118","53.94160309"
"71","54.77044983","57.90930977","61.80085373","69.18983231","60.11209927","58.59229088","52.45822067","44.16678982","43.89686909","46.92597332","50.76110821","53.27957401","56.5601532","59.35300026","61.46096573","58.15250397","58.16884842","57.3656395","50.36566448","45.13176975","44.97893181","43.9131937","44.84555111","48.16865616","54.29308701","58.12733421","60.29147224","58.36220798","54.39687862","47.05789394","38.17400589","33.2732254","34.88679543","38.59617729","43.37681751","49.04130878","52.372118","60.44215603","63.97634964","59.19481602","56.42812443","49.41775208","44.00537663","40.46516418","36.37329788","41.56347733","50.70463734","56.36450462","58.1898571","58.50430756","64.48784771","60.52689991","57.22563858","48.93452187","46.52746563","42.35859165","42.90244541","48.94362602","53.12042122","58.14743538","59.80639992","60.68033772","60.35299473","60.36689491","52.71687336","44.75153828","45.1341156","42.34988022","40.60440655","40.66879482","43.40077","46.14389343","52.00021782","55.28494949","55.85236893","53.39066162","53.79818726","49.40571499","44.21196136","42.05519447","40.03722916","40.18175659","41.88677731","44.45550442","47.81829205","51.91509361","55.29257832","51.54113064","50.24229469","53.62631226","53.38441944","48.85218906","47.79223328","50.81467495","53.36503906","54.29559612","58.69011326","61.11363487","65.20512486","61.04119358","56.75646172","52.40913925","48.83686733","45.81697712","48.29490166","47.94185429","47.73701553","52.05891552","58.72632523","61.02122669","60.18267193","58.23005142","53.32780762","47.26045494","40.89703121","40.62789268","41.17276688","45.74144039","49.93891029","52.46160202","63.16074371","61.07840137","61.03426018","60.43183708","55.55224915","49.13386955","45.00237064","43.31271229","39.08474026","39.23752861","44.86322002","50.2537775"
"72","41.93892975","45.23837776","48.02259598","56.74906731","50.29323082","46.80670414","39.96754341","31.92521725","32.49157925","35.77237663","39.09055805","41.21734314","45.49979572","48.42620506","50.32639008","46.4945425","46.29772377","45.52491589","39.64801502","35.60869865","35.90705338","35.68464985","37.07929115","40.48745174","46.79891224","49.29925804","51.25377464","47.76723843","43.09523926","36.9303112","29.18591747","25.20231929","26.84123554","31.06190624","36.07432213","41.58879204","44.29329681","51.97283478","52.75438919","47.09593334","43.83197021","36.86028099","32.66197948","29.99054689","26.9331398","31.63833561","40.57517872","46.18955479","47.03725357","47.28258476","53.29705143","49.0946701","45.63107224","36.55278206","33.85101242","30.79603844","33.7337492","40.14704914","44.10668049","47.77575474","48.09636059","48.78697376","47.85637207","47.66454449","40.03859978","32.56783085","33.22648449","30.9384016","29.64373207","29.87667961","31.92178688","35.67903118","42.37588005","45.32511749","45.71399937","43.14874878","43.14322624","38.19482651","32.61553593","31.60339661","30.5966238","31.19402103","33.01898155","35.32000847","38.38124046","43.1401123","46.34200287","42.07286005","40.81003342","42.75324917","42.42188435","38.23929253","37.19743958","42.25227184","44.38551445","45.11877098","49.08153782","51.24355545","53.41915741","48.64947224","44.88668041","40.83539162","37.06347351","34.97482262","38.46082993","38.81836853","38.6760704","42.49859409","48.45375957","50.33796482","47.63265305","45.64652004","40.58315964","34.56424408","29.46971703","30.22615681","30.90571499","35.09349079","40.04676933","43.11769066","52.11884918","49.5879015","49.2072134","48.36303692","43.71320362","37.25256176","32.96447792","31.23244133","28.45911684","29.30895863","34.91547794","40.11329994"
"73","42.34976845","45.61805573","48.35401115","56.93594398","50.55175133","47.11330452","40.53788548","32.67311172","33.18980293","36.49095592","39.75062122","41.70078125","45.76085434","48.5166275","50.4767292","46.68174191","46.5866251","45.88810024","40.2169405","36.35446529","36.62600098","36.33237705","37.65127735","40.9753027","47.12805939","49.3852623","51.55224495","48.00169506","43.44346523","37.42917538","29.73848839","25.38271446","26.62066803","30.80519218","35.81319294","41.30089684","43.98617649","51.75825729","52.79806576","47.14367657","43.99948273","37.33812733","33.2983902","30.60289011","27.35974054","31.97343616","40.84850922","46.38885727","47.06114521","47.26235199","53.37726154","49.37344589","45.81865978","36.9795414","34.51260185","31.39374485","34.28109856","40.7368475","44.58411236","48.00032349","48.12996368","48.83659172","48.00897083","47.95924416","40.40669346","32.92688017","33.73486481","31.60248737","30.22417107","30.39356747","32.40525494","36.09987087","42.78663578","45.78701801","46.15421638","43.46913414","43.48721008","38.52950001","33.00831814","32.03955746","31.0812273","31.68737049","33.50299454","35.85057163","38.93188057","43.86799755","46.8333744","42.40573549","41.24276409","43.3141758","42.99470367","38.88464737","37.87291622","42.87412319","44.77536678","45.27151566","49.08685513","50.90036507","53.41662655","48.79344406","45.08861942","41.06745548","37.49965","35.56901398","39.07810459","39.32645435","39.10978642","42.76457729","48.7100256","50.67742939","48.28630447","46.2252512","41.09490929","35.0756237","30.05266685","30.87974148","31.53255959","35.66186981","40.47354145","43.35345364","52.35016708","49.47564297","49.19613571","48.47545586","43.95306492","37.67711658","33.75260067","32.15885906","29.26634941","29.96012726","35.54965076","40.72402878"
"74","42.64164734","46.11843147","49.03467178","57.3259779","50.30766735","47.27390366","40.96808929","33.17236204","33.61429615","36.92433491","40.15782547","42.04517307","45.95694981","48.68584404","50.53670425","46.77653313","46.69539585","46.12552834","40.56679878","36.75616436","36.87433243","36.4940094","37.79450207","41.1003727","47.16267681","49.37053337","51.56693325","48.0355217","43.48905754","37.5790493","30.0352067","25.51085281","26.50725803","30.66104584","35.68182774","41.16421013","43.86582336","51.64933987","52.75120163","47.0801096","43.95681992","37.50484371","33.62837009","30.8670331","27.44078846","31.96939907","40.81631069","46.40543098","47.01903725","47.22806625","53.38273315","49.41735725","45.80560455","37.15653152","34.85582161","31.72154846","34.51930943","40.92500038","44.68484039","48.04275036","48.13930435","48.87744465","48.11704884","48.10043812","40.56271","33.14108763","33.95513763","31.78274384","30.27546177","30.41653671","32.44425373","36.09338474","42.78725624","45.81687813","46.23452969","43.52749653","43.43985863","38.50327377","33.16775246","32.2808403","31.28835526","31.85475178","33.66338844","36.03252277","39.10638618","44.00884018","46.90698776","42.47940416","41.38221989","43.57075291","43.31278019","39.26732254","38.18413429","43.06451206","44.88881702","45.30132656","48.97867393","50.4625946","53.32230091","48.71855831","45.0689333","41.15559006","37.77070694","35.80489712","39.21386261","39.3498764","39.13042221","42.70380287","48.66147308","50.62076206","48.4712677","46.41551971","41.27073956","35.32059193","30.32446136","31.18967648","31.75050545","35.7410202","40.4582077","43.28892097","52.3270998","49.30096989","49.05885887","48.4374651","44.0491827","38.05666866","34.33580227","32.73499928","29.65480938","30.20586929","35.71129532","40.83305531"
"75","49.64922638","53.3767601","56.71697311","65.08636436","58.08450279","55.58864021","49.20271358","40.85514927","40.81100521","43.97547035","47.21527596","49.19523792","53.09945908","56.07765121","58.02989368","54.59440842","54.39966164","53.97119789","48.17486439","43.87592411","43.65305519","43.01473427","44.20473804","47.53154144","53.52237053","55.87425613","58.20211945","55.67887974","51.28924179","45.22571907","37.21056023","31.72297792","32.18681698","36.29316235","41.29581642","46.7497221","49.62111168","57.65177689","60.69071007","55.29740067","51.93841","45.34144115","41.10769653","37.82800369","33.86408787","38.21769333","46.95880089","52.77563305","54.01571426","54.40595131","60.52886143","57.27093487","53.82558441","45.10246983","42.56887302","38.93558731","41.35849648","47.5612051","51.23489838","54.90186329","55.80899506","56.62266502","55.80177326","55.51458988","47.97906208","40.44751778","40.91285591","38.39585991","36.55552216","36.60981579","38.55165672","42.13932095","48.98698196","51.98970222","52.33183842","49.80198059","49.81341133","44.98146973","39.58970146","38.38562984","37.16461639","37.64972706","39.36317997","41.65433502","44.62986488","49.41422997","52.6623621","48.75712624","47.88007221","50.19741592","50.00482635","45.9505064","44.72005959","49.28275681","51.23338814","51.87887554","55.98976707","57.80193214","60.77747478","56.45931797","52.89800549","49.18110905","45.5613512","43.08452415","46.11905231","45.89310207","45.49546299","49.00108547","55.03102913","57.17763653","55.66326561","53.8073555","48.74995613","42.70756168","37.14822636","37.59449825","37.85583553","41.69616795","46.29527359","49.18158493","59.21341476","57.30098133","56.80461617","56.23201771","51.92984962","46.00943108","42.09568462","39.94285698","36.30575905","36.55628853","41.78497448","46.77573872"
"76","54.08007393","57.12091446","60.84047279","69.20042","60.54579353","58.80206223","52.60953197","43.86814861","43.63619747","46.63123951","50.41575298","52.90829697","56.31548119","59.12358589","61.12543964","58.00045815","58.00276127","57.24466362","50.47296543","45.38253841","45.14984856","44.08554478","45.11156235","48.39987125","54.40888462","57.8449192","60.35121651","58.47756023","54.44859238","47.48616619","38.89211636","33.58081961","34.7877718","38.60701313","43.4706749","49.19988861","52.4510788","60.58899384","63.87105579","59.08525543","56.11877899","49.04106693","44.01032829","40.54745445","36.37919235","41.32599716","50.47894669","56.20763741","57.86912193","58.28811226","64.47407589","60.46629486","57.28672867","48.70753765","46.24364204","42.14489231","43.08525486","49.15230999","53.18772583","57.99158382","59.62032738","60.31033783","59.75838585","59.67856884","52.06139641","44.13106441","44.54852505","41.95574894","40.15814533","40.14169025","42.73384781","45.65199165","52.14316788","55.0511673","55.42177944","52.98602657","53.32132397","48.92671299","43.50065193","41.3719677","39.37998505","39.58718815","41.36238689","43.87933464","47.14568119","51.26947327","54.76623783","51.07671547","49.88725109","53.09502335","52.9581295","48.57920589","47.31160889","50.69013443","53.17326927","54.16055279","58.47265263","60.89628067","64.58382645","60.24360371","56.48308601","52.48952827","48.86569214","45.60658417","47.84109135","47.4930624","47.29427433","51.50025768","58.31032181","60.58882561","59.24679527","57.43629589","52.68197327","46.56665764","40.21312656","40.09281464","40.63792648","45.06295052","49.45858612","52.52602081","62.7116703","60.99460487","60.83128014","60.2888731","55.44091358","49.1702055","45.21343575","43.5484499","39.13373165","39.17772331","44.53847065","49.95369568"
