"grid","2013-1","2013-2","2013-3","2013-4","2013-5","2013-6","2013-7","2013-8","2013-9","2013-10","2013-11","2013-12","2014-1","2014-2","2014-3","2014-4","2014-5","2014-6","2014-7","2014-8","2014-9","2014-10","2014-11","2014-12","2015-1","2015-2","2015-3","2015-4","2015-5","2015-6","2015-7","2015-8","2015-9","2015-10","2015-11","2015-12","2016-1","2016-2","2016-3","2016-4","2016-5","2016-6","2016-7","2016-8","2016-9","2016-10","2016-11","2016-12","2017-1","2017-2","2017-3","2017-4","2017-5","2017-6","2017-7","2017-8","2017-9","2017-10","2017-11","2017-12","2018-1","2018-2","2018-3","2018-4","2018-5","2018-6","2018-7","2018-8","2018-9","2018-10","2018-11","2018-12","2019-1","2019-2","2019-3","2019-4","2019-5","2019-6","2019-7","2019-8","2019-9","2019-10","2019-11","2019-12","2020-1","2020-2","2020-3","2020-4","2020-5","2020-6","2020-7","2020-8","2020-9","2020-10","2020-11","2020-12","2021-1","2021-2","2021-3","2021-4","2021-5","2021-6","2021-7","2021-8","2021-9","2021-10","2021-11","2021-12","2022-1","2022-2","2022-3","2022-4","2022-5","2022-6","2022-7","2022-8","2022-9","2022-10","2022-11","2022-12","2023-1","2023-2","2023-3","2023-4","2023-5","2023-6","2023-7","2023-8","2023-9","2023-10","2023-11","2023-12"
"31","46.43711357","48.83050575","50.70356941","56.53021622","53.33422852","47.11906796","41.39602528","35.75533447","36.29131737","39.46426716","43.09149399","44.86839447","47.53271847","48.75135918","50.52973289","46.83951187","45.61408958","45.77330017","41.73348637","37.08246269","36.68499832","36.14901447","38.01408062","41.7463726","48.6505621","50.34310493","51.63009396","47.54973507","43.00173054","37.37540989","30.18465004","25.21312704","24.94718571","27.30196514","32.09516335","37.86305008","40.76410599","48.37164059","51.14101391","46.30473309","42.46583157","36.53777485","35.29282799","35.74285984","32.23898211","36.23959465","43.95203114","48.43988743","47.88930187","47.81357899","53.66435795","48.62993717","46.88350029","39.26167889","37.83815708","34.64006577","36.8980587","43.01055336","46.39395905","49.01150532","49.2830883","49.94451885","49.42506371","49.73098373","41.8793581","34.00429344","34.29819546","31.38492508","29.93253174","30.10778618","33.15096989","37.25831242","45.90787697","49.31076813","50.32077065","44.95910568","41.81256485","36.59504395","32.29626541","31.68186016","30.64725704","31.61328526","33.01127777","35.3247591","39.11124039","43.29140167","46.27167664","42.28809366","40.80760975","41.85746098","41.84455853","37.47885551","36.84522991","39.86332817","42.55267448","43.49792862","47.86354179","49.15184174","52.63360023","49.79567356","46.0868063","41.86680851","39.40129833","40.11627274","43.87609615","43.37594376","42.62266331","45.70249233","49.69035988","51.90794373","49.0994112","46.17425747","42.3044836","38.91222744","34.43177643","33.56573257","32.30036793","35.28964672","39.98192673","41.72182446","50.51220646","49.81346989","48.83644428","47.46519661","42.94620552","36.48985291","32.32210026","30.36848621","27.33110037","28.43120689","34.25001717","39.32800579"
"32","45.55093651","48.15432281","50.18565063","56.4931778","51.75885239","45.83672829","39.71533642","33.68662872","34.06715775","37.19145679","40.96521893","43.34215908","46.68007603","48.56043587","49.91870556","46.14796085","44.69693089","44.77964821","40.21926079","35.08930969","34.46602192","33.83509674","35.63341312","39.47519493","46.69430599","48.60005913","49.72248745","46.31106052","41.50934353","35.12749214","28.20759859","24.90329318","26.03815384","28.42007866","33.0709053","38.65668087","41.48803253","48.99001961","50.99045868","45.93145657","41.48239708","34.8979393","33.36161976","33.46255054","29.8678256","33.99368916","41.77355137","47.23765335","47.59456501","47.76019821","53.4091608","48.13728638","46.32587414","38.01407394","35.95226402","32.46547985","34.58122616","40.6280798","44.66754436","48.39559517","49.1704525","50.03446541","49.58718014","49.62010708","41.16634846","32.83571558","33.01882191","29.96905727","28.6426753","28.89929714","31.90096626","35.97344608","44.74558945","48.44014091","49.49032993","44.4286602","40.96194019","35.25919495","30.71671658","30.15793991","29.10226288","30.16420479","31.58783779","33.87922306","37.71943779","41.80451393","45.25585957","41.52659445","39.61984653","40.12604523","39.88756199","35.36700916","34.48021889","37.38424606","40.26961708","41.78164577","47.00296783","48.9455452","52.75172844","48.81936646","45.1083992","40.44694996","37.49859772","37.78784847","41.53316593","41.65452366","41.4173336","44.96303558","49.31483231","51.58079586","48.77932434","45.72136002","41.3988081","37.28582935","32.4056921","31.49805279","30.35498085","33.31228008","38.00219307","39.76632023","49.41598587","49.78144131","48.72527599","47.12725792","42.12466984","35.06042576","30.7675849","28.98670435","26.44107628","27.95822353","33.81009235","38.90263882"
"33","45.47519684","48.3482193","50.50400429","56.62880878","51.40642166","45.64525013","39.70884533","33.86147232","34.24802933","37.39166775","41.14889431","43.44352436","46.70310879","48.63710346","49.7633955","46.04200802","44.69603577","44.94659557","40.36755695","35.28352871","34.66770477","34.0003912","35.75477295","39.59869537","46.71484032","48.7192379","49.77912674","46.46017323","41.6769577","35.35460129","28.51423893","25.065698","26.11851168","28.48570709","33.08775864","38.60975342","41.4826067","48.84295769","51.01296654","45.98763332","41.61822605","35.14773083","33.74829674","33.82341709","30.16218662","34.33444328","42.12344589","47.5242321","47.7085043","47.81313648","53.40241718","48.2203886","46.37295322","38.27290401","36.38593102","32.89011879","34.96055202","41.06938362","45.06375351","48.57326164","49.18925972","50.07581196","49.66496696","49.69565411","41.3229105","33.04706545","33.34180145","30.33245859","28.94579659","29.16959982","32.17123814","36.11367035","44.73087769","48.38419189","49.55122299","44.55969105","41.15711174","35.45779037","30.92876644","30.38022003","29.29068737","30.36363564","31.7831728","34.08914337","37.88551254","41.9692152","45.36328735","41.57327232","39.65611439","40.13906956","40.02168045","35.79325142","34.92190266","37.79693699","40.68167725","42.14466457","47.26271267","49.16186104","52.78243999","48.79603558","45.1343132","40.71828594","38.18936901","38.59203701","42.38664913","42.39615784","41.99046078","45.42215996","49.55175457","51.67672329","48.68608322","45.59212589","41.32769833","37.26389103","32.48689384","31.69688568","30.55084038","33.48059044","38.15961037","39.90756741","49.54703598","49.67288818","48.64937992","47.00219097","42.14287491","35.27343178","31.21261187","29.46349726","26.75712585","28.19517097","34.03173656","39.10610313"
"34","44.33850212","47.34030724","49.46808357","56.37175751","51.05712891","45.14266453","39.06305962","33.2439724","33.64791985","36.72521801","40.58811321","42.99279022","46.65976295","48.75478134","50.26421661","46.31933308","44.62486153","44.6948185","39.78751297","34.74992752","34.28629456","33.64597549","35.40315838","39.28340607","46.40581474","48.66673698","50.06947823","47.14718723","42.28306313","35.97567539","29.03157549","25.35176783","26.35363827","28.85629501","33.63035603","39.37263355","42.33552437","49.76543655","51.6141922","46.30629044","42.02538872","35.47707787","33.98677521","33.83693066","30.11752272","34.47383118","42.40390053","47.93905582","48.03299656","48.15713043","53.90950356","48.79666328","46.50241089","38.30427666","36.49074802","33.03210373","35.11165352","41.23363934","45.21225071","48.68173923","49.22064629","50.13216877","49.74267712","49.78844242","41.46111794","33.3098443","33.69817009","30.74357147","29.32478313","29.55622196","32.53727856","36.39238853","44.90303192","48.51118164","49.94703236","44.88022346","41.37695351","35.73000908","31.16242018","30.47085457","29.34618015","30.39957714","31.81623039","34.11457615","37.93632774","42.11356468","45.58363094","41.70017138","39.75193691","40.18328705","39.92872944","35.79773827","35.02576466","37.88781967","40.7795229","42.22171497","47.27248898","49.22891197","52.91540318","48.98437786","45.22610264","40.93644848","38.63545341","39.03200226","42.81406326","42.6514925","42.17823601","45.57695541","49.65749168","51.85259171","49.06039047","45.83537312","41.43719349","37.27955894","32.46076527","31.59492111","30.4897583","33.37444458","37.93449955","39.65914745","49.41974869","49.66035194","48.64989643","46.9407011","42.10759449","35.36610031","31.3859664","29.67345734","26.91566639","28.34102859","34.19377823","39.24182949"
"35","48.19682846","51.02400589","53.29645081","60.94209976","54.45692749","48.45924435","42.45298462","36.55239315","36.33881817","38.87634869","43.04803429","45.6494503","49.58997784","52.3032814","54.6926796","50.17803974","48.09729214","48.05852318","43.05997295","38.19160061","38.363447","37.79663124","39.46229496","43.42791042","50.20986958","53.11693726","55.66063251","52.88967133","47.29055805","40.8304224","33.25782099","28.68967104","28.94363995","31.3646204","36.34349403","43.18367195","46.44177113","54.64426365","56.32513237","50.42361603","46.78748131","39.4852417","37.06540604","36.46041489","32.83285246","37.79055042","46.54711418","51.36843586","51.75510254","52.10660324","59.09920616","53.21891098","50.02908707","42.11912479","40.32297993","36.29565735","37.77161713","43.4324995","47.62568417","51.73656521","52.22794189","53.62032528","53.67084045","53.6940794","45.50850735","37.55227585","37.79041119","34.75552578","33.06847839","33.29085159","36.75972252","40.27814865","48.7647522","52.37429886","53.88754482","48.8683939","45.57037067","40.33289471","36.09125137","34.90581322","33.07050819","33.9266468","35.70708961","38.32918892","42.41166191","46.95455494","49.93882027","45.50506525","43.70646629","44.09726467","43.57292919","38.95258102","37.98095818","40.19730053","43.34172726","44.88370571","50.23473148","52.18584023","56.61989231","53.17280121","48.79668369","44.24099503","41.35571022","41.15601959","45.17619095","45.201577","44.96500416","49.39949379","53.52664528","55.10418568","52.92017117","50.09990616","45.74633598","40.91462784","36.02545662","34.6271965","33.62043152","37.2247818","41.86780167","43.8918663","53.92656631","52.8094635","52.5186842","50.90754013","45.53349113","39.02509174","35.40955391","33.21389713","29.59575272","30.82535343","36.79535561","42.13580856"
"36","46.88540802","49.66815109","52.03748779","60.33646812","54.43505096","48.22040806","41.92075653","35.85663824","35.65341568","38.23496342","42.43993664","45.0494709","49.12793903","52.20440025","54.98754883","50.41212444","48.18291855","47.96196785","42.66778584","37.56722317","37.69522743","37.18370495","38.87222767","42.82967777","49.53309288","52.69298172","55.47010841","53.45084782","47.73950005","40.97754784","33.20288191","28.78346062","29.23312454","31.77831879","36.85987968","43.97241955","47.35959587","55.413204","57.37560387","50.87994785","47.17744217","39.61057816","36.72274189","35.79328823","32.17852869","37.27014694","46.15965195","51.19918728","51.94666481","52.37929153","59.44434566","53.57762756","50.11753006","42.06586628","40.01029129","35.78580914","37.12631397","42.65064812","46.9150692","51.41665897","52.14324226","53.69531174","53.90910206","53.90361214","45.6192112","37.53740883","37.7921669","34.75689716","33.03225746","33.34689331","36.90201206","40.3822113","48.6763382","52.38966522","53.94467258","48.94214535","45.61248856","40.3649271","36.35911427","35.24240627","33.36449299","34.2652607","36.12285366","38.81924553","42.95890064","47.47935905","50.27298298","45.71528931","43.9311718","44.23612862","43.43390179","38.57028236","37.46390762","39.59287148","42.7979887","44.44007778","49.95823708","52.21603317","56.77389202","53.32090969","48.72966232","43.71633663","40.70358047","40.40619755","44.49599247","44.61827049","44.51420078","49.28289833","53.6104847","55.21099243","53.53793507","50.70824947","46.06082783","40.95594692","35.86348476","34.25679302","33.32730293","37.32492085","42.06584415","43.99471798","54.18265533","52.80197182","52.76129723","51.12942047","45.56381683","38.95685272","35.42422791","33.16870995","29.51513548","30.83323708","36.88374825","42.18340397"
"37","46.22602119","48.80018387","51.1933197","59.91085854","54.39636364","48.08322945","41.78755131","35.73732471","35.4453289","38.00929947","42.20420132","44.76881046","48.9820076","52.28022232","55.32193985","50.61441822","48.22343483","47.87341003","42.37766323","37.15253639","37.17398224","36.65454674","38.32865028","42.26741867","48.94815292","52.07657471","54.94389172","53.34831161","47.76870651","40.83553486","33.03619518","28.72596951","29.28523903","31.86523857","36.96975937","44.20344658","47.67466316","55.54038868","57.79126453","51.03553524","47.26728554","39.62139606","36.49816303","35.4289854","31.79499931","36.89858532","45.77114677","50.98342113","51.90261002","52.38069115","59.48647308","53.24263","50.10908566","41.92825375","39.74540024","35.56321907","36.87921429","42.33260326","46.60571556","51.21224213","52.10900803","53.67365417","53.97614861","54.01601696","45.78364773","37.76620789","38.16282768","35.14379883","33.43285809","33.73969421","37.26147518","40.67036591","48.96060448","52.71572418","54.20318947","49.02254734","45.70897865","40.62513618","36.87985077","35.93601017","34.14367142","34.98173523","36.78850574","39.48059044","43.61858139","47.92056599","50.43552685","45.81901751","44.16537991","44.69194603","44.12120762","39.3976635","38.24588375","40.29615993","43.43227844","45.01139069","50.49732933","52.87455292","56.81796017","53.68586369","48.89286499","43.90257874","40.92495651","40.56060162","44.57646885","44.63384914","44.48150616","49.30232582","53.66386032","55.30343266","54.16974926","51.22482681","46.40031834","41.42435246","36.45877686","34.74746227","33.60334759","37.81687298","42.570751","44.22569885","54.42162838","52.78735428","52.84542046","51.2001255","45.74557629","39.18763676","35.62656231","33.26731377","29.56574221","30.84435501","36.83254185","42.08093548"
"38","56.65666924","59.29310188","61.93101234","72.03406715","66.94782238","61.77911148","55.33385773","48.4930891","47.38959198","49.81660786","54.20082283","56.83890076","61.25527153","64.51040421","67.20937996","63.39221802","60.98459949","60.21478348","54.23190975","48.29984074","47.95727215","47.2919239","49.02633343","53.19494705","60.24153023","63.92156372","66.76027565","64.9634964","60.27779675","53.00003796","44.18295879","38.20127621","38.06106701","40.78251648","45.9418644","53.22377033","57.06080399","65.63168068","68.95694294","64.11782608","60.34390926","52.13327408","48.03725529","46.03169689","41.56051807","46.49980412","55.40642643","61.11720505","62.94956589","63.84589005","70.80300121","65.07932339","63.3232317","55.14410114","52.47027969","47.361199","47.86580791","53.00857353","57.23250847","62.48437309","64.57053776","66.16375809","66.34051132","65.7750412","57.83304195","49.52308044","49.32264004","45.60552311","43.35513363","43.52516689","47.13260956","50.82094498","59.34270668","63.96968269","65.00672894","60.19741077","57.11058655","51.82184219","47.79269924","46.37684231","44.10926628","44.84213753","46.68756809","49.41795292","53.62488155","57.97562866","60.95850868","56.460005","54.49044285","54.98403416","54.09304867","49.03932514","47.7068512","49.57409763","52.74982548","54.42214279","60.63977966","64.1771534","68.13811169","65.19518204","61.53090458","56.49151688","53.24663506","52.26997204","55.75130558","55.4159996","54.99890709","60.01905479","64.66539459","66.21059914","64.87436314","62.71877995","58.3595108","53.25976143","47.69179802","45.57000618","43.36971607","47.6562439","52.46169815","54.23574944","65.45194511","65.29611588","65.34902534","64.37500839","58.79926262","51.6344492","47.32042942","44.011376","39.03713894","39.97588844","46.16760464","51.50833397"
"39","48.21760216","50.91657639","52.76558762","56.99112053","53.27176781","48.79041233","41.20065174","34.48066692","35.50272121","38.32337132","42.2962019","44.25842934","47.58727589","49.06294174","50.56167488","46.78484516","44.69626732","41.88438511","39.04195004","36.36108723","35.45798244","34.85483742","36.8131155","40.79082031","48.66115952","50.12572727","50.77361526","47.06548958","42.40504379","36.4385561","30.11134329","26.11746902","26.36598778","28.16410027","33.21693764","38.82455177","40.94318047","47.776511","50.27304821","45.70312309","41.180369","35.67367859","34.95801296","34.81785793","31.59512939","35.67140865","43.4477375","48.37393341","48.47639275","48.29105873","53.97258644","50.12328205","46.99568501","37.59401951","35.65136967","32.91168537","37.46002941","44.38300762","49.23147545","50.38503113","49.43065796","49.23696766","46.89686947","46.292453","40.19866371","33.42161808","31.83127575","29.84409351","29.52357502","29.46797371","33.19841213","36.86164474","43.71274414","47.91314812","49.35807533","43.8034626","41.64423904","37.26355972","32.33116331","30.39198837","29.72267323","32.02549267","33.43602982","36.55695057","40.83510914","46.79319477","48.21169605","42.62901506","40.86895885","41.67030258","40.84506607","36.6732954","36.09846382","40.52772846","43.64400387","44.35608234","47.59426231","49.41037483","52.38003197","49.58918839","46.1182106","40.99857349","38.76454773","41.17793751","43.53135338","42.22499256","42.57734013","45.11825275","49.55352516","51.84975986","48.20028191","44.82443066","40.35089035","37.5525816","32.62968044","29.95825853","29.61427555","32.12454014","36.18360748","38.35839424","47.30931435","50.0300684","48.6471489","46.51359367","41.23640499","34.29770689","29.63464661","28.86509037","28.03910246","29.23364983","35.87810955","41.17157593"
"40","53.52068443","56.74482155","58.90169258","64.0079628","60.48767071","56.07847137","48.91901989","41.72217827","42.48250866","45.33903351","49.19753532","51.34413929","54.57612019","56.38530884","57.7402832","54.22811375","52.47863312","50.4708498","46.66195412","42.82110252","41.87349491","41.27792664","43.31486454","47.13606224","54.59874382","56.5538559","57.69140949","54.73167782","50.83876514","44.57428188","37.51319923","32.38167791","32.1423193","34.32661114","39.25570869","44.81766911","47.30600243","54.54046726","58.30381641","54.16160336","49.4716547","42.45845566","40.98896389","40.53933048","36.80507774","40.8250494","48.86866207","54.86509323","55.74653015","55.72707138","61.44886742","57.3975935","54.64003448","45.02525711","43.01923027","40.02439156","43.28070145","49.47970448","54.37366371","57.4329092","57.29984722","57.29093056","54.9654171","54.2478447","47.64074516","40.47771969","39.09756622","36.13298016","35.1767868","35.17085152","38.31966248","42.14471397","48.32286224","52.21195488","53.69101162","49.71121616","47.48644562","42.88514366","37.91295242","36.15455933","35.28963451","36.90427227","38.46275444","41.39836445","44.79636402","49.81258526","52.9633419","48.62111187","47.01634808","47.87031765","47.00454445","42.61064911","41.78154793","45.57027664","48.3312439","49.53945217","53.86873188","56.55905151","59.62022762","56.54726315","53.41528358","48.7185154","46.42837334","48.05684757","50.5980093","49.05595455","48.76237259","51.38477631","55.9339798","58.58172684","55.39204884","52.40431671","47.99085064","45.18673344","39.64727497","36.8159956","35.80550613","38.58165302","43.04683552","45.27768898","54.36634541","57.67658749","56.67315636","54.60382557","49.34111271","42.1175724","36.9364397","35.01699352","33.19721937","34.36075478","40.61956005","46.0709013"
"41","51.76191521","54.88251915","57.1354084","63.12791862","60.06753807","55.5088047","48.14119892","40.73757191","41.50191135","44.42109394","48.38732109","50.74113369","54.2675972","56.2446743","57.89835014","54.26225395","52.27768555","50.0415163","45.7633503","41.60823116","40.71790504","40.19075089","42.26284981","46.13740025","53.76738625","56.13777618","57.40727158","54.75880089","50.81689434","44.2532217","37.07165203","32.04291096","32.11400318","34.47720814","39.46686287","45.12419891","47.70352001","54.96048412","58.55090961","54.35578938","49.63897877","42.22770805","40.51001015","39.9535017","36.19195843","40.33692036","48.51051655","54.7063776","55.73251114","55.77206116","61.5301939","57.30318546","54.51947613","44.53843269","42.42748928","39.4074976","42.56552773","48.74812737","53.76245708","57.13080673","57.19393406","57.46364231","55.30747223","54.65062847","47.73698559","40.18736992","38.72821865","35.64544029","34.7572485","34.85503197","37.9460104","41.82984543","47.94666443","51.82386284","53.29768181","49.50169449","47.14575729","42.3249815","37.2671793","35.55740604","34.79404144","36.35477886","38.03936062","41.03303356","44.37701168","49.30695934","52.65717049","48.41484833","46.74716625","47.58243828","46.59249783","42.0306694","41.17781849","44.98083839","47.79907875","49.18339138","53.79593849","56.65131836","59.74595776","56.40064716","53.27074947","48.44942131","45.77880783","47.02987041","49.79049721","48.4867487","48.25426331","51.02793255","55.73682728","58.55195389","55.40524921","52.46244469","47.95708141","44.93185825","39.16501503","36.37066975","35.4672718","38.38441944","42.92475681","45.17870693","54.47420521","57.72430649","56.73020134","54.74395981","49.30930309","41.81461773","36.59354267","34.61538086","32.83949232","34.1335907","40.32478237","45.88415298"
"42","50.81606331","53.97186089","56.28792114","62.83903732","59.77015438","55.19376431","47.8365675","40.42490139","41.18980579","44.13729439","48.13466339","50.49470062","54.10406094","56.13328247","58.0747776","54.36894207","52.30943184","50.07034492","45.63456688","41.34143543","40.45573006","39.93566875","41.96202946","45.84329147","53.53347511","55.858498","57.37366924","54.88754368","50.8874176","44.14804764","36.99338665","31.99457226","32.07852306","34.47613869","39.49010162","45.20048199","47.76070118","55.06326351","58.70145569","54.43922195","49.84906578","42.47009182","40.63783588","40.0491312","36.25735388","40.45909977","48.60135498","54.75838661","55.71142311","55.74945374","61.63989124","57.33955536","54.59689674","44.54355888","42.48203812","39.48278351","42.71282578","48.9396759","53.89690819","57.21750011","57.29843292","57.68008766","55.70389748","55.11905365","48.13312168","40.41819916","38.94487133","35.90650959","35.03343029","35.14451847","38.2481411","42.07631264","48.19047165","52.00571022","53.56512337","49.75081158","47.36261063","42.47172108","37.32053719","35.59090843","34.854076","36.40358143","38.05985374","41.0261467","44.36494503","49.30976353","52.71560421","48.49269352","46.8323904","47.74765282","46.80195274","42.12099953","41.12903137","44.86758461","47.67733154","49.06529102","53.76319065","56.5599102","59.90052528","56.59445133","53.4351181","48.44865685","45.56365356","46.68361359","49.48293648","48.26341228","48.05561028","50.81727219","55.66079578","58.75791836","55.57098503","52.46737518","48.01217823","44.92318783","39.22855949","36.53149185","35.66228142","38.59644508","43.10116501","45.24518681","54.63137646","57.80455303","56.79167061","54.86312332","49.44579105","41.9364399","36.78324032","34.69938221","32.8618331","34.11653557","40.31301727","45.84829121"
"43","51.14748573","54.47696953","56.53162193","63.35012436","59.64675941","55.06595287","47.80795231","40.49962254","41.32028751","44.33959522","48.33176575","50.64060059","54.17212715","56.11626892","58.08631554","54.40690002","52.5154583","50.56175251","46.05933189","41.69668236","40.86520405","40.36260738","42.34091873","46.20753593","53.87344971","56.05342598","57.40155315","54.7069088","50.59007759","43.70210209","36.32632351","31.58051338","31.9253849","34.36522789","39.26895561","44.89725304","47.52568321","54.8036129","58.44268589","54.30758247","49.8488121","42.55983791","40.56583958","39.98881207","36.3193531","40.5104166","48.53100643","54.60010376","55.59849815","55.66992378","61.42670765","57.03661976","54.61190605","44.75164108","42.61130543","39.56653156","42.70903645","48.92865601","53.7215498","57.05787125","57.25532436","57.71897545","55.95222855","55.45215015","48.30851002","40.35339203","38.99166985","36.00548534","35.18513279","35.37182636","38.45179996","42.3058033","48.76473656","52.59244576","54.0698801","50.13062878","47.73077927","42.62077732","37.35978088","35.7470129","35.04340363","36.51743259","38.13689232","40.99386482","44.37834797","49.01536465","52.45982952","48.40095654","46.73230858","47.56792946","46.66821995","41.96561108","40.97605476","44.62491436","47.46059723","48.87885742","53.61382866","56.24914894","59.79112759","56.6817688","53.46966457","48.40779285","45.39418697","46.37373676","49.31620655","48.34466038","48.11311626","50.93508492","55.77531605","58.89281254","55.70035591","52.49113216","48.11545639","44.81746349","39.23552303","36.82492447","35.9983572","38.94480991","43.43643589","45.49552956","54.99398479","57.79049549","56.72495327","54.82392311","49.55456562","42.0934494","36.93458462","34.79678345","32.90892706","34.22375298","40.33018093","45.75307693"
"44","44.68747177","47.69988403","49.69030151","56.63799782","51.6086132","46.36030121","40.0359621","33.68316088","34.28056908","37.49973564","41.16609287","43.45524998","47.03257866","48.8604847","50.54251404","46.52546177","45.30011482","45.33620014","40.48245773","35.58521137","35.33937473","34.87568951","36.70400963","40.41415443","47.31306782","49.20884705","50.26455936","46.57826519","41.98980827","35.79739208","28.65985117","25.07400479","26.05595264","28.66070919","33.38699627","39.19275265","42.24384766","49.60037937","51.25276852","46.12821522","41.82531891","35.22239323","33.49201698","33.55590534","30.29042444","34.51752586","42.41153088","47.64526825","47.7243185","47.83072662","53.5386404","48.16900654","46.45730171","38.06930847","36.08711834","32.83899937","35.11531792","41.12521019","44.9199398","48.29958458","48.9959053","49.80650902","49.19032173","49.17300549","40.99471588","32.90945005","33.04768429","30.13653059","29.07713757","29.38188534","32.32908421","36.64939671","45.25781555","48.82758312","49.44031734","44.2958252","41.15112801","35.66061325","31.05572224","30.41612377","29.57570839","30.54375153","31.93513298","34.2309021","37.96031437","42.00290051","45.41847172","41.60265532","39.80156059","40.5476511","40.37449703","35.89379482","35.17514839","38.2301733","40.99167633","42.31714478","47.30928802","49.29190826","52.42907829","48.52953625","45.11217804","40.57401848","37.79946442","37.99167404","41.8931778","41.88729553","41.4883997","44.97622967","49.35352936","51.45928288","47.90918732","45.03188477","41.07566795","37.21488304","32.21951656","31.30788803","30.55418491","33.55147991","38.17886086","40.13373032","49.373666","49.77721138","48.72352695","47.11498051","42.32573547","35.51721573","31.03080063","29.22042513","26.80654526","28.28533573","34.11746254","39.20491886"
"45","44.84257011","48.04135323","50.14288712","56.72418575","51.46048851","46.35578251","40.12126255","33.7724555","34.29779644","37.50317593","41.1311224","43.34085045","46.85968342","48.80807686","50.29047585","46.37436008","45.25862808","45.47969151","40.69824715","35.75409565","35.40483799","34.84372368","36.63346043","40.36851101","47.25105209","49.10957069","49.9391058","46.29645939","41.75790577","35.52143908","28.4659482","24.9257617","25.88225346","28.37211151","32.9824564","38.63181877","41.7250742","48.88285694","51.02078094","46.00706043","41.67253284","35.14095058","33.40822697","33.36703911","29.98437061","34.16202431","41.98473911","47.34529305","47.61915207","47.75461025","53.34938622","48.10385838","46.4618145","38.24275837","36.29178963","32.87461796","34.97434502","40.93206806","44.71290398","48.18604946","48.92639999","49.80624447","49.21484852","49.18685913","40.98101807","32.90019999","33.08164959","30.12003489","28.93185043","29.18716755","32.12216682","36.39886551","45.0148819","48.63713474","49.28109798","44.19457188","41.05488186","35.45162125","30.84565353","30.16308861","29.24574699","30.2710535","31.66003532","33.90780678","37.69505196","41.73692646","45.28138103","41.49143772","39.6856926","40.40325851","40.29219131","35.90362186","35.11227913","38.09425163","40.88816605","42.22426834","47.25552158","49.20469055","52.52161522","48.86775341","45.17724457","40.6877903","38.15355358","38.45344124","42.36596031","42.32550983","41.82869377","45.3007803","49.48510284","51.34883823","47.60518761","44.76771069","40.89166374","37.0156477","32.03474236","31.16481152","30.36461506","33.35940113","38.07622948","40.01190472","49.3304821","49.62231274","48.60474472","47.03610077","42.32473965","35.58065147","31.21143589","29.41149511","26.81568213","28.25081997","34.00873203","39.04906654"
"46","45.21738548","48.34228249","50.47227783","56.78457527","51.52646866","47.4845293","41.89920444","36.11929531","36.70776863","39.17593937","42.30871754","44.05793514","47.39232635","49.35694008","50.63041477","47.16647472","46.57646084","46.90936623","42.57359753","38.15802956","37.53862114","36.63243217","38.0353899","41.39844971","47.96282444","49.89983826","50.45637321","47.16932964","43.38521442","37.93222809","31.88632793","28.98284359","30.10191765","32.29937286","36.32982082","41.13164272","43.55335064","50.10853996","51.7922966","46.9957262","43.26682453","37.70858002","36.62794075","36.22587032","32.72085552","36.76815205","43.60706234","48.20544319","48.31499748","48.40304832","53.73512478","48.81379585","47.59369431","40.35526218","39.05830269","35.78427181","37.69045029","42.83992138","45.91479816","49.11942139","49.56747704","50.47573185","49.90150757","49.99374752","42.51283321","35.61324434","36.50709095","33.53747997","32.29696121","32.32262497","34.88941498","38.67145233","46.60250702","49.66892204","50.12452202","45.16228428","42.6438139","37.89879646","34.09620781","33.62947979","32.48014793","33.25078487","34.29245586","36.1884325","39.57188396","43.28543644","46.38687382","42.56267681","41.3130827","42.58114967","42.17522736","38.27108307","37.40694141","40.04390812","42.13452854","43.13784924","47.95013542","49.77157784","53.00515499","49.4431221","46.26877575","42.60023689","40.73675537","41.22293282","44.34810753","43.7928091","43.13252907","46.49642887","50.33157883","51.9963829","48.11866684","45.55334702","42.2341198","39.17939606","35.01025372","34.34279938","33.43425789","35.88907833","39.94068851","41.2167202","50.06795311","50.15851746","49.27873611","47.92914352","43.76355019","37.91100407","34.46624088","33.10769424","30.4637435","31.86050453","37.01043072","41.21565361"
